17	258918	17	15842279	50	DIST
17	2298789	17	15427941	50	DIST
17	4206080	17	14031077	50	DIST
17	13174002	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
17	14030662	17	15427941	50	DIST
