1	1016287	1	3590188	DIST
1	1016287	1	1025027	FF
1	197161848	1	204332960	DIST
1	197161848	1	197162987	RR
1	143840263	1	148159432	DIST
1	143840263	1	143841351	RR
1	65970649	1	67123551	DIST
1	65970649	1	65972574	RR
1	54809626	1	59278361	DIST
1	54809626	1	54814724	RR
1	97379076	1	100289615	DIST
1	97379076	1	97382299	RR
1	175210109	6	178853525	DIST
1	175210109	1	178853525	DIST
1	175210109	1	175214268	RR
1	39094598	1	48545133	DIST
1	39094598	1	39100940	RR
1	219553621	1	223713611	DIST
1	219553621	1	219561182	RR
1	210232552	14	218720821	DIST
1	210232552	1	218720821	DIST
1	210232552	1	210233823	FF
1	14384191	1	18099087	DIST
1	14384191	1	14394127	RR
1	197754371	21	197991884	DIST
1	197754371	1	197991884	DIST
1	197754371	1	197760955	FF
1	68087738	1	72749194	DIST
1	68087738	1	68095838	FF
1	27345084	1	30508337	DIST
1	27345084	1	27345627	FF
1	48011384	1	56759056	DIST
1	48011384	1	48016236	FF
1	177151518	15	186625362	DIST
1	177151518	1	186625362	DIST
1	177151518	1	177160595	RR
1	29897493	5	39209778	DIST
1	29897493	1	39209778	DIST
1	29897493	1	29906295	FF
1	172496584	1	182271093	DIST
1	172496584	1	172498668	FF
1	220590538	16	220794024	DIST
1	220590538	1	220794024	DIST
1	220590538	1	220598266	FF
1	243400182	1	243400796	RR
1	58921230	1	62635195	DIST
1	58921230	1	58925083	FF
1	192205863	1	198161611	DIST
1	192205863	1	198161611	DIST
1	192205863	1	192209053	RR
1	1250997	3	9990074	DIST
1	1250997	1	9990074	DIST
1	1250997	1	1259515	FF
1	146592663	1	154240429	DIST
1	146592663	1	146592665	RR
1	151722983	1	154361371	DIST
1	151722983	1	151727286	RR
1	78242164	1	85060166	DIST
1	78242164	1	78247959	RR
1	97122287	1	101916769	DIST
1	97122287	1	97131755	RR
1	237840389	1	239751473	DIST
1	237840389	1	237843809	RR
1	243815214	20	249552727	DIST
1	243815214	1	243822748	RR
1	126003840	1	129259654	DIST
1	126003840	1	126007892	RR
1	63400643	1	63797309	DIST
1	63400643	1	63409162	FF
1	19428048	1	27130638	DIST
1	19428048	1	19432089	RR
1	88506680	1	98434506	DIST
1	88506680	1	88514655	RR
1	125759871	16	129171475	DIST
1	125759871	1	129171475	DIST
1	125759871	1	125766485	RR
1	79022278	10	83656407	DIST
1	79022278	1	83656407	DIST
1	79022278	1	79025649	FF
1	196310959	1	200479210	DIST
1	196310959	1	196318722	RR
1	42729870	16	49345901	DIST
1	42729870	1	49345901	DIST
1	42729870	1	42734176	FF
1	146059486	3	150636592	DIST
1	146059486	1	150636592	DIST
1	146059486	1	146069193	FF
1	38700475	22	40388655	DIST
1	38700475	1	40388655	DIST
1	38700475	1	38702126	RR
1	220295009	1	229918787	DIST
1	220295009	1	220303308	RR
1	185176909	20	187588242	DIST
1	185176909	1	187588242	DIST
1	185176909	1	185178456	FF
1	240489979	1	240495880	FF
1	106997240	1	107799814	DIST
1	106997240	1	106998017	FF
1	210764451	1	216090243	DIST
1	210764451	1	210765133	RR
1	82499525	1	88118710	DIST
1	82499525	1	82507792	FF
1	54217526	1	57570574	DIST
1	54217526	1	54221970	RR
1	240485396	1	245759291	DIST
1	240485396	1	240493042	RR
1	85882917	1	86458875	DIST
1	85882917	1	85885628	RR
1	51608867	1	57117209	DIST
1	51608867	1	51613753	FF
1	230391288	9	238707176	DIST
1	230391288	1	238707176	DIST
1	230391288	1	230396399	RR
1	68579918	1	72374164	DIST
1	68579918	1	68582267	RR
1	242058284	6	250472243	DIST
1	242058284	1	242059103	FF
1	235645367	1	239139340	DIST
1	235645367	1	235648346	FF
1	117187818	1	124003084	DIST
1	117187818	1	117193707	RR
1	91359972	1	95751631	DIST
1	91359972	1	91360176	FF
1	93013614	23	96658545	DIST
1	93013614	1	96658545	DIST
1	93013614	1	93017433	FF
1	178890449	1	186482071	DIST
1	178890449	1	178892873	FF
1	134713788	15	138584209	DIST
1	134713788	1	138584209	DIST
1	134713788	1	134713910	RR
1	27024640	1	34702988	DIST
1	27024640	1	27026830	RR
1	68689768	1	69670644	DIST
